"","player","time","time_ms","advancement","ranked_event","n_advancements"
"136","7rowl",00:10:16.091,616091,"Fishy Business",NA,24
"137","ANTOlNE",00:10:17.134,617134,"Getting an Upgrade",NA,22
"138","maskers_",00:10:21.992,621992,"Suit Up",NA,21
"139","maskers_",00:10:26.695,626695,"Not Today, Thank You",NA,22
"140","JakkeBoy3651",00:10:27.156,627156,"Not Today, Thank You",NA,24
"141","iinterp",00:10:28.397,628397,"Monster Hunter",NA,23
"142","maskers_",00:10:37.345,637345,"Into Fire",NA,23
"143","Infume",00:10:39.705,639705,"Eye Spy",NA,23
"144","JakkeBoy3651",00:10:47.756,647756,NA,"blind_travel",24
"145","iinterp",00:11:01.896,661896,"Not Quite ""Nine"" Lives",NA,24
"146","ANTOlNE",00:11:06.389,666389,"Sweet Dreams",NA,23
"147","Infume",00:11:11.751,671751,"Not Quite ""Nine"" Lives",NA,24
"148","iinterp",00:11:14.870,674870,"Into Fire",NA,25
"149","maskers_",00:11:18.394,678394,NA,"blind_travel",23
"150","iinterp",00:11:19.080,679080,"Local Brewery",NA,26
"151","JakkeBoy3651",00:11:23.769,683769,"Sweet Dreams",NA,25
"152","maskers_",00:11:30.246,690246,"Sweet Dreams",NA,24
"153","ANTOlNE",00:11:31.789,691789,"A Seedy Place",NA,24
"154","iinterp",00:11:33.350,693350,NA,"blind_travel",26
"155","iinterp",00:11:44.097,704097,"Sweet Dreams",NA,27
"156","JakkeBoy3651",00:11:56.219,716219,"Local Brewery",NA,26
"157","7rowl",00:11:58.890,718890,"Eye Spy",NA,25
"158","7rowl",00:12:11.954,731954,"Sweet Dreams",NA,26
"159","Infume",00:12:18.197,738197,"The End?",NA,25
"160","ANTOlNE",00:12:22.289,742289,"Tactical Fishing",NA,25
"161","maskers_",00:12:22.290,742290,NA,"eliminate",24
"162","7rowl",00:12:33.925,753925,"Diamonds!",NA,27
"163","ANTOlNE",00:12:35.640,755640,"Fishy Business",NA,26
"164","Infume",00:12:47.254,767254,"You Need a Mint",NA,26
"165","JakkeBoy3651",00:13:04.443,784443,"Eye Spy",NA,27
"166","Infume",00:14:36.069,876069,"Free the End",NA,27
"167","Infume",00:14:36.180,876180,NA,"dragon_death",27
"168","JakkeBoy3651",00:14:46.771,886771,"The End?",NA,28
"169","iinterp",00:14:52.728,892728,"Eye Spy",NA,28
"170","Infume",00:14:59.841,899841,"Remote Getaway",NA,28
"171","ANTOlNE",00:15:17.862,917862,"Eye Spy",NA,27
"172","Infume",00:15:18.305,918305,"The City at the End of the Game",NA,29
"173","JakkeBoy3651",00:15:37.844,937844,"You Need a Mint",NA,29
"174","7rowl",00:15:53.254,953254,"The End?",NA,28
"175","Infume",00:15:55.552,955552,"Cover Me With Diamonds",NA,30
"176","Infume",00:15:57.156,957156,"Sky's the Limit",NA,31
"177","Infume",00:16:21.009,981009,"Diamonds!",NA,32
"178","7rowl",00:16:21.784,981784,"You Need a Mint",NA,29
"179","JakkeBoy3651",00:17:24.295,1044295,"Free the End",NA,30
"180","JakkeBoy3651",00:17:24.345,1044345,NA,"dragon_death",30
"181","7rowl",00:17:25.270,1045270,"Free the End",NA,30
"182","7rowl",00:17:25.403,1045403,NA,"dragon_death",30
"183","7rowl",00:17:41.082,1061082,"The Next Generation",NA,31
"184","JakkeBoy3651",00:17:42.543,1062543,"The Next Generation",NA,31
"185","iinterp",00:17:47.520,1067520,"The End?",NA,29
"186","7rowl",00:18:01.511,1081511,"Remote Getaway",NA,32
"187","JakkeBoy3651",00:18:04.467,1084467,"Remote Getaway",NA,32
"188","Infume",00:18:18.804,1098804,"Great View From Up Here",NA,33
"189","JakkeBoy3651",00:18:30.545,1110545,"The City at the End of the Game",NA,33
"190","7rowl",00:18:57.583,1137583,"The City at the End of the Game",NA,33
"191","iinterp",00:19:01.829,1141829,"Free the End",NA,30
"192","iinterp",00:19:01.888,1141888,NA,"dragon_death",30
"193","7rowl",00:19:05.633,1145633,"Cover Me With Diamonds",NA,34
"194","JakkeBoy3651",00:19:06.041,1146041,"Sky's the Limit",NA,34
"195","7rowl",00:19:08.134,1148134,"Sky's the Limit",NA,35
"196","JakkeBoy3651",00:19:10.240,1150240,"Cover Me With Diamonds",NA,35
"197","iinterp",00:19:20.367,1160367,"The Next Generation",NA,31
"198","Infume",00:19:24.581,1164581,"The Next Generation",NA,34
"199","JakkeBoy3651",00:19:36.092,1176092,"Great View From Up Here",NA,36
"200","iinterp",00:19:47.958,1187958,"Remote Getaway",NA,32
"201","7rowl",00:20:04.634,1204634,"Suit Up",NA,36
"202","JakkeBoy3651",00:20:26.888,1226888,"Diamonds!",NA,37
"203","iinterp",00:20:52.066,1252066,"The City at the End of the Game",NA,33
"204","iinterp",00:21:01.118,1261118,"Sky's the Limit",NA,34
"205","7rowl",00:21:06.036,1266036,"Great View From Up Here",NA,37
"206","iinterp",00:21:43.867,1303867,"Cover Me With Diamonds",NA,35
"207","iinterp",00:21:43.877,1303877,"Diamonds!",NA,36
"208","iinterp",00:21:59.218,1319218,"Great View From Up Here",NA,37
"209","Infume",00:21:59.722,1319722,"Country Lode, Take Me Home",NA,35
"210","Infume",00:23:30.801,1410801,"Enchanter",NA,36
"211","7rowl",00:23:40.401,1420401,"Country Lode, Take Me Home",NA,38
"212","ANTOlNE",00:24:00.000,1440000,NA,"eliminate",27
"213","7rowl",00:24:13.401,1453401,"Voluntary Exile",NA,39
"214","7rowl",00:24:13.438,1453438,"Who's the Pillager Now?",NA,40
"215","7rowl",00:24:27.148,1467148,"Bullseye",NA,41
"216","Infume",00:25:11.809,1511809,"Voluntary Exile",NA,37
"217","Infume",00:25:11.870,1511870,"Who's the Pillager Now?",NA,38
"218","JakkeBoy3651",00:26:10.696,1570696,"Voluntary Exile",NA,38
"219","JakkeBoy3651",00:26:10.744,1570744,"Who's the Pillager Now?",NA,39
"220","JakkeBoy3651",00:27:23.378,1643378,"Hired Help",NA,40
"221","7rowl",00:28:58.992,1738992,"Hero of the Village",NA,42
"222","iinterp",00:29:09.676,1749676,"Enchanter",NA,38
"223","JakkeBoy3651",00:29:19.622,1759622,"Hero of the Village",NA,41
"224","Infume",00:29:31.291,1771291,"What a Deal!",NA,39
"225","Infume",00:29:42.451,1782451,"Hero of the Village",NA,40
"226","Infume",00:29:46.792,1786792,"Postmortal",NA,41
"227","JakkeBoy3651",00:30:46.100,1846100,"Postmortal",NA,42
"228","JakkeBoy3651",00:31:46.276,1906276,"Best Friends Forever",NA,43
"229","Infume",00:31:54.360,1914360,"Best Friends Forever",NA,42
"230","7rowl",00:32:24.055,1944055,"A Throwaway Joke",NA,43
"231","JakkeBoy3651",00:32:25.035,1945035,"What a Deal!",NA,44
"232","iinterp",00:32:33.925,1953925,"Bullseye",NA,39
"233","JakkeBoy3651",00:32:42.606,1962606,"Enchanter",NA,45
"234","Infume",00:32:48.340,1968340,"Total Beelocation",NA,43
"235","JakkeBoy3651",00:33:28.189,2008189,"Bullseye",NA,46
"236","7rowl",00:33:28.655,2008655,"Postmortal",NA,44
"237","Infume",00:33:47.737,2027737,"Sniper Duel",NA,44
"238","7rowl",00:34:33.361,2073360,"Sniper Duel",NA,45
"239","iinterp",00:34:37.627,2077627,"Total Beelocation",NA,40
"240","Infume",00:34:48.453,2088453,"Sweet Dreams",NA,45
"241","iinterp",00:35:07.675,2107675,"Best Friends Forever",NA,41
"242","7rowl",00:35:11.642,2111642,"Enchanter",NA,46
"243","Infume",00:35:25.960,2125960,"Bullseye",NA,46
"244","iinterp",00:35:47.228,2147228,"Return to Sender",NA,42
"245","iinterp",00:35:54.428,2154428,"Hot Tourist Destinations",NA,43
"246","JakkeBoy3651",00:35:57.185,2157185,"A Throwaway Joke",NA,47
"247","iinterp",00:36:00.002,2160002,NA,"eliminate",43
"248","Infume",00:36:12.552,2172552,"Oh Shiny",NA,47
"249","Infume",00:36:13.712,2173712,"Return to Sender",NA,48
"250","JakkeBoy3651",00:37:10.018,2230018,"Return to Sender",NA,48
"251","Infume",00:37:33.154,2253154,"Uneasy Alliance",NA,49
"252","JakkeBoy3651",00:38:29.212,2309212,"Uneasy Alliance",NA,49
"253","7rowl",00:38:30.888,2310888,"Hired Help",NA,47
"254","7rowl",00:39:32.307,2372307,"Return to Sender",NA,48
"255","JakkeBoy3651",00:40:06.562,2406562,"Sniper Duel",NA,50
"256","7rowl",00:41:00.387,2460387,"This Boat Has Legs",NA,49
"257","JakkeBoy3651",00:41:14.162,2474162,"This Boat Has Legs",NA,51
"258","Infume",00:41:16.237,2476237,"This Boat Has Legs",NA,50
"259","7rowl",00:41:45.616,2505616,"Hot Tourist Destinations",NA,50
"260","Infume",00:41:48.906,2508906,"Hot Tourist Destinations",NA,51
"261","JakkeBoy3651",00:42:03.758,2523758,"Hot Tourist Destinations",NA,52
"262","7rowl",00:42:19.213,2539213,"Hidden in the Depths",NA,51
"263","7rowl",00:42:28.510,2548510,"Serious Dedication",NA,52
"264","Infume",00:42:43.157,2563157,"Spooky Scary Skeleton",NA,52
"265","JakkeBoy3651",00:43:10.851,2590851,"Spooky Scary Skeleton",NA,53
"266","Infume",00:43:29.392,2609392,"Subspace Bubble",NA,53
"267","JakkeBoy3651",00:43:44.343,2624343,"Subspace Bubble",NA,54
"268","JakkeBoy3651",00:44:30.036,2670036,"Total Beelocation",NA,55
"269","7rowl",00:44:33.629,2673629,"Subspace Bubble",NA,53
"270","7rowl",00:44:47.319,2687319,"Uneasy Alliance",NA,54
"271","7rowl",00:46:22.864,2782864,"Spooky Scary Skeleton",NA,55
"272","Infume",00:47:04.056,2824056,"Arbalistic",NA,54
"273","Infume",00:47:13.748,2833748,"Hired Help",NA,55
"274","JakkeBoy3651",00:48:07.008,2887008,"Withering Heights",NA,56
"275","7rowl",00:48:13.438,2893438,NA,"eliminate",55
"276","Infume",00:48:13.438,2893438,"Withering Heights",NA,56
"277","Infume",00:53:20.603,3200603,"Hidden in the Depths",NA,57
"278","Infume",00:55:59.955,3359955,"Bring Home the Beacon",NA,58
"279","Infume",00:56:06.254,3366254,"Serious Dedication",NA,59
"280","Infume",00:56:27.494,3387494,"Bee Our Guest",NA,60
"281","JakkeBoy3651",00:57:07.536,3427536,"Bring Home the Beacon",NA,57
"282","Infume",00:59:21.444,3561444,"The End... Again...",NA,61
"283","Infume",00:59:21.445,3561445,NA,"death",61
"284","JakkeBoy3651",01:00:00.004,3600004,NA,"eliminate",57
