"match_id","player","standing","time","advancement","ranked_event","n_advancements","time_ms"
"1A1","dbowzer",5,00:00:10.333,"A Seedy Place",NA,1,10333
"1A1","draconix6",4,00:00:12.152,"A Seedy Place",NA,1,12152
"1A1","TigerMCSR",2,00:00:12.339,"A Seedy Place",NA,1,12339
"1A1","NottAntoo",6,00:00:12.523,"A Seedy Place",NA,1,12523
"1A1","hackingnoisess",3,00:00:13.496,"A Seedy Place",NA,1,13496
"1A1","hackingnoisess",3,00:00:22.263,"Suit Up",NA,2,22263
"1A1","hackingnoisess",3,00:00:22.311,"Isn't It Iron Pick",NA,3,22311
"1A1","oxidiot",1,00:00:41.253,"Diamonds!",NA,1,41253
"1A1","oxidiot",1,00:00:41.802,"Stone Age",NA,2,41802
"1A1","oxidiot",1,00:00:42.016,"Acquire Hardware",NA,3,42016
"1A1","draconix6",4,00:00:43.061,"Diamonds!",NA,2,43061
"1A1","draconix6",4,00:00:43.062,"Stone Age",NA,3,43062
"1A1","draconix6",4,00:00:43.629,"Acquire Hardware",NA,4,43629
"1A1","NottAntoo",6,00:00:44.276,"Diamonds!",NA,2,44276
"1A1","NottAntoo",6,00:00:44.680,"Stone Age",NA,3,44680
"1A1","NottAntoo",6,00:00:44.731,"Acquire Hardware",NA,4,44731
"1A1","dbowzer",5,00:00:45.377,"Acquire Hardware",NA,2,45377
"1A1","hackingnoisess",3,00:00:46.475,"Diamonds!",NA,4,46475
"1A1","dbowzer",5,00:00:46.580,"Diamonds!",NA,3,46580
"1A1","TigerMCSR",2,00:00:46.597,"Diamonds!",NA,2,46597
"1A1","hackingnoisess",3,00:00:46.722,"Stone Age",NA,5,46722
"1A1","dbowzer",5,00:00:46.813,"Stone Age",NA,4,46813
"1A1","TigerMCSR",2,00:00:47.584,"Acquire Hardware",NA,3,47584
"1A1","hackingnoisess",3,00:00:48.227,"Acquire Hardware",NA,6,48227
"1A1","TigerMCSR",2,00:00:49.333,"Stone Age",NA,4,49333
"1A1","draconix6",4,00:01:11.144,"Suit Up",NA,5,71144
"1A1","draconix6",4,00:01:11.404,"Isn't It Iron Pick",NA,6,71404
"1A1","oxidiot",1,00:01:17.298,"Getting an Upgrade",NA,4,77298
"1A1","oxidiot",1,00:01:18.999,"Minecraft",NA,5,78999
"1A1","TigerMCSR",2,00:01:19.582,"Minecraft",NA,5,79582
"1A1","dbowzer",5,00:01:27.100,"Minecraft",NA,5,87100
"1A1","oxidiot",1,00:01:27.749,"Isn't It Iron Pick",NA,6,87749
"1A1","oxidiot",1,00:01:30.316,"Suit Up",NA,7,90316
"1A1","TigerMCSR",2,00:01:33.681,"Isn't It Iron Pick",NA,6,93681
"1A1","TigerMCSR",2,00:01:33.721,"Suit Up",NA,7,93721
"1A1","TigerMCSR",2,00:01:36.634,"Husbandry",NA,8,96634
"1A1","NottAntoo",6,00:01:44.694,"Minecraft",NA,5,104694
"1A1","hackingnoisess",3,00:01:46.678,"Minecraft",NA,7,106678
"1A1","NottAntoo",6,00:01:50.192,"Getting an Upgrade",NA,6,110192
"1A1","NottAntoo",6,00:01:50.193,"Isn't It Iron Pick",NA,7,110193
"1A1","hackingnoisess",3,00:01:53.313,"Getting an Upgrade",NA,8,113313
"1A1","oxidiot",1,00:02:07.775,"Tactical Fishing",NA,8,127775
"1A1","draconix6",4,00:02:08.608,"Minecraft",NA,7,128608
"1A1","hackingnoisess",3,00:02:12.745,"Tactical Fishing",NA,9,132745
"1A1","TigerMCSR",2,00:02:14.533,"Getting an Upgrade",NA,9,134533
"1A1","draconix6",4,00:02:15.102,"Getting an Upgrade",NA,8,135102
"1A1","hackingnoisess",3,00:02:17.753,"Adventure",NA,10,137753
"1A1","TigerMCSR",2,00:02:21.340,"Tactical Fishing",NA,10,141340
"1A1","hackingnoisess",3,00:02:24.188,"What a Deal!",NA,11,144188
"1A1","dbowzer",5,00:02:26.207,"What a Deal!",NA,6,146207
"1A1","TigerMCSR",2,00:02:30.642,"Adventure",NA,11,150642
"1A1","oxidiot",1,00:02:36.478,"A Seedy Place",NA,9,156478
"1A1","NottAntoo",6,00:02:38.664,"Suit Up",NA,8,158664
"1A1","hackingnoisess",3,00:02:45.061,"Hot Stuff",NA,12,165061
"1A1","TigerMCSR",2,00:02:50.567,"What a Deal!",NA,12,170567
"1A1","hackingnoisess",3,00:02:53.417,"Husbandry",NA,13,173417
"1A1","hackingnoisess",3,00:02:55.506,"Nether",NA,14,175506
"1A1","hackingnoisess",3,00:02:55.510,"We Need to Go Deeper",NA,15,175510
"1A1","draconix6",4,00:02:56.523,"What a Deal!",NA,9,176523
"1A1","oxidiot",1,00:02:58.190,"What a Deal!",NA,10,178190
"1A1","NottAntoo",6,00:03:11.888,"What a Deal!",NA,9,191888
"1A1","TigerMCSR",2,00:03:14.732,"Hot Stuff",NA,13,194732
"1A1","NottAntoo",6,00:03:15.718,"Husbandry",NA,10,195718
"1A1","oxidiot",1,00:03:18.525,"Adventure",NA,11,198525
"1A1","TigerMCSR",2,00:03:26.564,"We Need to Go Deeper",NA,14,206564
"1A1","TigerMCSR",2,00:03:26.564,"Nether",NA,15,206564
"1A1","dbowzer",5,00:03:27.128,"Husbandry",NA,7,207128
"1A1","draconix6",4,00:03:32.392,"Husbandry",NA,10,212392
"1A1","dbowzer",5,00:03:37.398,"The Parrots and the Bats",NA,8,217398
"1A1","dbowzer",5,00:03:37.784,"Tactical Fishing",NA,9,217784
"1A1","NottAntoo",6,00:03:42.835,"Tactical Fishing",NA,11,222835
"1A1","oxidiot",1,00:03:49.175,"Fishy Business",NA,12,229175
"1A1","dbowzer",5,00:03:51.885,"Adventure",NA,10,231885
"1A1","oxidiot",1,00:03:55.951,"Hot Stuff",NA,13,235951
"1A1","hackingnoisess",3,00:03:56.068,"Those Were the Days",NA,16,236068
"1A1","hackingnoisess",3,00:03:57.215,"The Parrots and the Bats",NA,17,237215
"1A1","dbowzer",5,00:03:58.284,"Getting an Upgrade",NA,11,238284
"1A1","dbowzer",5,00:04:00.838,"Fishy Business",NA,12,240838
"1A1","draconix6",4,00:04:01.623,"Tactical Fishing",NA,11,241623
"1A1","oxidiot",1,00:04:04.754,"Husbandry",NA,14,244754
"1A1","draconix6",4,00:04:05.827,"Adventure",NA,12,245827
"1A1","oxidiot",1,00:04:06.143,"We Need to Go Deeper",NA,15,246143
"1A1","oxidiot",1,00:04:06.227,"Nether",NA,16,246227
"1A1","dbowzer",5,00:04:08.627,"Hot Stuff",NA,13,248627
"1A1","draconix6",4,00:04:13.613,"Fishy Business",NA,13,253613
"1A1","hackingnoisess",3,00:04:18.515,"Oh Shiny",NA,18,258515
"1A1","dbowzer",5,00:04:21.451,"Nether",NA,14,261451
"1A1","dbowzer",5,00:04:21.508,"We Need to Go Deeper",NA,15,261507
"1A1","NottAntoo",6,00:04:26.419,"Hot Stuff",NA,12,266419
"1A1","NottAntoo",6,00:04:42.149,"We Need to Go Deeper",NA,13,282149
"1A1","NottAntoo",6,00:04:42.196,"Nether",NA,14,282196
"1A1","oxidiot",1,00:04:54.955,"Those Were the Days",NA,17,294955
"1A1","draconix6",4,00:04:59.964,"The Parrots and the Bats",NA,14,299964
"1A1","hackingnoisess",3,00:05:00.722,"Who is Cutting Onions?",NA,19,300722
"1A1","hackingnoisess",3,00:05:00.726,"Ice Bucket Challenge",NA,20,300726
"1A1","oxidiot",1,00:05:03.154,"Oh Shiny",NA,18,303154
"1A1","hackingnoisess",3,00:05:06.770,"Monster Hunter",NA,21,306770
"1A1","hackingnoisess",3,00:05:07.872,"War Pigs",NA,22,307872
"1A1","dbowzer",5,00:05:14.383,"Those Were the Days",NA,16,314383
"1A1","TigerMCSR",2,00:05:25.736,"Those Were the Days",NA,16,325736
"1A1","draconix6",4,00:05:26.092,"Hot Stuff",NA,15,326092
"1A1","hackingnoisess",3,00:05:36.072,"Fishy Business",NA,23,336072
"1A1","draconix6",4,00:05:38.419,"Nether",NA,16,338419
"1A1","draconix6",4,00:05:38.683,"We Need to Go Deeper",NA,17,338683
"1A1","TigerMCSR",2,00:06:08.637,"Oh Shiny",NA,17,368637
"1A1","NottAntoo",6,00:06:15.273,"Those Were the Days",NA,15,375273
"1A1","NottAntoo",6,00:06:20.613,"War Pigs",NA,16,380613
"1A1","dbowzer",5,00:06:21.733,"Who is Cutting Onions?",NA,17,381733
"1A1","hackingnoisess",3,00:06:27.516,"Hidden in the Depths",NA,24,387516
"1A1","oxidiot",1,00:06:28.306,"War Pigs",NA,19,388306
"1A1","NottAntoo",6,00:06:28.440,"Ice Bucket Challenge",NA,17,388440
"1A1","hackingnoisess",3,00:06:28.663,"Cover Me With Diamonds",NA,25,388663
"1A1","oxidiot",1,00:06:30.503,"Who is Cutting Onions?",NA,20,390503
"1A1","oxidiot",1,00:06:36.904,"Ice Bucket Challenge",NA,21,396904
"1A1","NottAntoo",6,00:06:39.514,"Oh Shiny",NA,18,399514
"1A1","dbowzer",5,00:06:46.029,"Ice Bucket Challenge",NA,18,406029
"1A1","TigerMCSR",2,00:06:50.543,"Who is Cutting Onions?",NA,18,410543
"1A1","TigerMCSR",2,00:06:50.576,"Ice Bucket Challenge",NA,19,410576
"1A1","dbowzer",5,00:06:50.926,"Oh Shiny",NA,19,410926
"1A1","TigerMCSR",2,00:06:53.281,"Monster Hunter",NA,20,413281
"1A1","draconix6",4,00:06:55.120,"Those Were the Days",NA,18,415120
"1A1","TigerMCSR",2,00:07:00.180,"War Pigs",NA,21,420180
"1A1","draconix6",4,00:07:01.030,"War Pigs",NA,19,421030
"1A1","draconix6",4,00:07:03.293,"Ice Bucket Challenge",NA,20,423293
"1A1","draconix6",4,00:07:04.129,"Oh Shiny",NA,21,424129
"1A1","oxidiot",1,00:07:04.653,"Hidden in the Depths",NA,22,424653
"1A1","dbowzer",5,00:07:17.816,"War Pigs",NA,20,437816
"1A1","TigerMCSR",2,00:07:19.480,"Fishy Business",NA,22,439480
"1A1","dbowzer",5,00:07:19.581,"Hidden in the Depths",NA,21,439581
"1A1","TigerMCSR",2,00:07:25.789,"Take Aim",NA,23,445789
"1A1","TigerMCSR",2,00:07:30.237,"Not Today, Thank You",NA,24,450237
"1A1","dbowzer",5,00:07:35.036,"Monster Hunter",NA,22,455036
"1A1","dbowzer",5,00:07:37.777,"Cover Me With Diamonds",NA,23,457777
"1A1","oxidiot",1,00:07:38.291,"Ol' Betsy",NA,23,458291
"1A1","NottAntoo",6,00:07:39.328,"Who is Cutting Onions?",NA,19,459328
"1A1","oxidiot",1,00:07:39.859,"Not Today, Thank You",NA,24,459859
"1A1","oxidiot",1,00:07:39.943,"Take Aim",NA,25,459943
"1A1","hackingnoisess",3,00:07:41.914,"Not Quite ""Nine"" Lives",NA,26,461914
"1A1","hackingnoisess",3,00:07:54.065,"Ol' Betsy",NA,27,474065
"1A1","hackingnoisess",3,00:07:55.369,"Take Aim",NA,28,475369
"1A1","dbowzer",5,00:08:00.760,"Ol' Betsy",NA,24,480760
"1A1","NottAntoo",6,00:08:17.777,"Take Aim",NA,20,497777
"1A1","draconix6",4,00:08:23.402,"Who is Cutting Onions?",NA,22,503402
"1A1","hackingnoisess",3,00:08:38.229,"A Terrible Fortress",NA,29,518229
"1A1","TigerMCSR",2,00:08:42.685,"Hidden in the Depths",NA,25,522684
"1A1","oxidiot",1,00:08:48.556,"The Parrots and the Bats",NA,26,528556
"1A1","oxidiot",1,00:08:51.310,"A Terrible Fortress",NA,27,531310
"1A1","hackingnoisess",3,00:08:56.579,"Into Fire",NA,30,536579
"1A1","oxidiot",1,00:09:02.144,"Monster Hunter",NA,28,542144
"1A1","oxidiot",1,00:09:10.657,"Into Fire",NA,29,550657
"1A1","NottAntoo",6,00:09:14.478,NA,"death",20,554478
"1A1","hackingnoisess",3,00:09:43.378,"Not Today, Thank You",NA,31,583378
"1A1","oxidiot",1,00:09:52.789,"Not Quite ""Nine"" Lives",NA,30,592789
"1A1","TigerMCSR",2,00:09:55.390,"A Terrible Fortress",NA,26,595390
"1A1","hackingnoisess",3,00:09:56.428,NA,"blind_travel",31,596428
"1A1","dbowzer",5,00:10:03.588,"A Terrible Fortress",NA,25,603588
"1A1","draconix6",4,00:10:13.182,"This Boat Has Legs",NA,23,613182
"1A1","dbowzer",5,00:10:16.082,"Take Aim",NA,26,616082
"1A1","oxidiot",1,00:10:17.697,NA,"blind_travel",30,617697
"1A1","draconix6",4,00:10:28.044,"A Terrible Fortress",NA,24,628044
"1A1","TigerMCSR",2,00:10:28.295,"Into Fire",NA,27,628295
"1A1","dbowzer",5,00:10:29.338,"Into Fire",NA,27,629338
"1A1","draconix6",4,00:10:36.828,"Monster Hunter",NA,25,636828
"1A1","draconix6",4,00:10:48.995,"Into Fire",NA,26,648995
"1A1","draconix6",4,00:11:01.925,"Ol' Betsy",NA,27,661925
"1A1","TigerMCSR",2,00:11:02.648,NA,"blind_travel",27,662648
"1A1","TigerMCSR",2,00:11:05.996,"Sweet Dreams",NA,28,665996
"1A1","draconix6",4,00:11:07.497,"Take Aim",NA,28,667497
"1A1","draconix6",4,00:11:11.445,"Not Today, Thank You",NA,29,671445
"1A1","TigerMCSR",2,00:11:17.548,"Ol' Betsy",NA,29,677548
"1A1","hackingnoisess",3,00:11:20.629,"Eye Spy",NA,32,680629
"1A1","draconix6",4,00:11:21.220,NA,"blind_travel",29,681220
"1A1","draconix6",4,00:11:25.461,"Sweet Dreams",NA,30,685461
"1A1","dbowzer",5,00:11:44.008,NA,"blind_travel",27,704008
"1A1","hackingnoisess",3,00:11:46.330,"Sweet Dreams",NA,33,706330
"1A1","dbowzer",5,00:11:47.163,"Sweet Dreams",NA,28,707163
"1A1","oxidiot",1,00:11:49.723,"Eye Spy",NA,31,709723
"1A1","oxidiot",1,00:11:53.995,"Sweet Dreams",NA,32,713995
"1A1","NottAntoo",6,00:12:00.000,NA,"eliminate",20,720000
"1A1","hackingnoisess",3,00:13:35.344,"The End",NA,34,815344
"1A1","hackingnoisess",3,00:13:35.348,"The End?",NA,35,815348
"1A1","TigerMCSR",2,00:13:36.634,"Eye Spy",NA,30,816634
"1A1","oxidiot",1,00:13:46.616,"The End?",NA,33,826616
"1A1","oxidiot",1,00:13:46.700,"The End",NA,34,826700
"1A1","hackingnoisess",3,00:14:05.451,"Free the End",NA,36,845451
"1A1","dbowzer",5,00:14:07.368,"Eye Spy",NA,29,847368
"1A1","hackingnoisess",3,00:14:15.930,NA,"dragon_death",36,855930
"1A1","oxidiot",1,00:14:37.547,"Free the End",NA,35,877547
"1A1","oxidiot",1,00:14:37.633,NA,"dragon_death",35,877633
"1A1","draconix6",4,00:14:41.089,"Eye Spy",NA,31,881089
"1A1","hackingnoisess",3,00:14:41.177,"Remote Getaway",NA,37,881177
"1A1","oxidiot",1,00:14:57.963,"The Next Generation",NA,36,897963
"1A1","TigerMCSR",2,00:15:02.279,"The End",NA,31,902279
"1A1","TigerMCSR",2,00:15:02.318,"The End?",NA,32,902318
"1A1","oxidiot",1,00:15:16.122,"Remote Getaway",NA,37,916122
"1A1","TigerMCSR",2,00:15:36.594,"You Need a Mint",NA,33,936594
"1A1","dbowzer",5,00:15:46.600,"The End?",NA,30,946600
"1A1","dbowzer",5,00:15:46.710,"The End",NA,31,946710
"1A1","hackingnoisess",3,00:16:09.935,"The City at the End of the Game",NA,38,969935
"1A1","hackingnoisess",3,00:16:11.962,"Local Brewery",NA,39,971962
"1A1","dbowzer",5,00:16:17.634,"You Need a Mint",NA,32,977634
"1A1","hackingnoisess",3,00:16:24.586,"Sky's the Limit",NA,40,984586
"1A1","oxidiot",1,00:16:31.065,"The City at the End of the Game",NA,38,991065
"1A1","TigerMCSR",2,00:16:43.541,"Free the End",NA,34,1003541
"1A1","TigerMCSR",2,00:16:43.662,NA,"dragon_death",34,1003662
"1A1","oxidiot",1,00:16:54.703,"Local Brewery",NA,39,1014703
"1A1","TigerMCSR",2,00:16:59.298,"The Next Generation",NA,35,1019298
"1A1","oxidiot",1,00:17:05.215,"Cover Me With Diamonds",NA,40,1025214
"1A1","TigerMCSR",2,00:17:11.382,"Remote Getaway",NA,36,1031382
"1A1","oxidiot",1,00:17:11.465,"Sky's the Limit",NA,41,1031464
"1A1","draconix6",4,00:17:17.500,"The End?",NA,32,1037500
"1A1","draconix6",4,00:17:17.762,"The End",NA,33,1037762
"1A1","dbowzer",5,00:17:19.188,"Free the End",NA,33,1039188
"1A1","dbowzer",5,00:17:19.189,NA,"dragon_death",33,1039189
"1A1","dbowzer",5,00:17:41.244,"Remote Getaway",NA,34,1061244
"1A1","oxidiot",1,00:17:47.568,"Great View From Up Here",NA,42,1067568
"1A1","draconix6",4,00:18:19.332,"You Need a Mint",NA,34,1099332
"1A1","TigerMCSR",2,00:18:28.348,"The City at the End of the Game",NA,37,1108348
"1A1","TigerMCSR",2,00:18:42.899,"Cover Me With Diamonds",NA,38,1122899
"1A1","dbowzer",5,00:18:50.287,"The City at the End of the Game",NA,35,1130287
"1A1","hackingnoisess",3,00:18:50.340,"Great View From Up Here",NA,41,1130340
"1A1","TigerMCSR",2,00:18:50.378,"Sky's the Limit",NA,39,1130378
"1A1","TigerMCSR",2,00:18:56.242,"Local Brewery",NA,40,1136242
"1A1","dbowzer",5,00:19:25.989,"Sky's the Limit",NA,36,1165989
"1A1","draconix6",4,00:19:49.185,"Free the End",NA,35,1189185
"1A1","draconix6",4,00:19:49.419,NA,"dragon_death",35,1189419
"1A1","dbowzer",5,00:19:55.236,"Great View From Up Here",NA,37,1195236
"1A1","draconix6",4,00:19:57.220,"Not Quite ""Nine"" Lives",NA,36,1197220
"1A1","hackingnoisess",3,00:20:17.445,"The Next Generation",NA,42,1217445
"1A1","draconix6",4,00:20:20.151,"The Next Generation",NA,37,1220151
"1A1","TigerMCSR",2,00:20:31.949,"Great View From Up Here",NA,41,1231949
"1A1","draconix6",4,00:20:38.470,"Remote Getaway",NA,38,1238470
"1A1","dbowzer",5,00:21:11.338,"Suit Up",NA,38,1271338
"1A1","draconix6",4,00:21:35.804,"The City at the End of the Game",NA,39,1295804
"1A1","draconix6",4,00:21:56.062,"Local Brewery",NA,40,1316062
"1A1","hackingnoisess",3,00:22:01.256,"Enchanter",NA,43,1321256
"1A1","draconix6",4,00:22:02.190,"Sky's the Limit",NA,41,1322190
"1A1","draconix6",4,00:22:04.243,"Cover Me With Diamonds",NA,42,1324243
"1A1","oxidiot",1,00:22:42.642,"Enchanter",NA,43,1362642
"1A1","dbowzer",5,00:22:46.590,"The Next Generation",NA,39,1366590
"1A1","draconix6",4,00:22:47.947,"Great View From Up Here",NA,43,1367947
"1A1","dbowzer",5,00:22:56.494,"Isn't It Iron Pick",NA,40,1376494
"1A1","hackingnoisess",3,00:23:24.709,"Voluntary Exile",NA,44,1404709
"1A1","hackingnoisess",3,00:23:24.715,"Who's the Pillager Now?",NA,45,1404715
"1A1","dbowzer",5,00:23:26.708,"Not Today, Thank You",NA,41,1406708
"1A1","TigerMCSR",2,00:23:36.407,"The Parrots and the Bats",NA,42,1416407
"1A1","TigerMCSR",2,00:23:44.508,"Best Friends Forever",NA,43,1424508
"1A1","TigerMCSR",2,00:23:55.661,"Bullseye",NA,44,1435661
"1A1","dbowzer",5,00:24:00.002,NA,"eliminate",41,1440002
"1A1","oxidiot",1,00:24:46.079,"Bullseye",NA,44,1486079
"1A1","hackingnoisess",3,00:25:57.801,NA,"death_spawnpoint",45,1557801
"1A1","oxidiot",1,00:27:13.482,"Voluntary Exile",NA,45,1633482
"1A1","oxidiot",1,00:27:13.566,"Who's the Pillager Now?",NA,46,1633566
"1A1","hackingnoisess",3,00:28:24.511,"Postmortal",NA,46,1704511
"1A1","hackingnoisess",3,00:28:29.056,"Hero of the Village",NA,47,1709056
"1A1","TigerMCSR",2,00:28:45.087,"Enchanter",NA,45,1725087
"1A1","draconix6",4,00:28:52.006,"Enchanter",NA,44,1732006
"1A1","oxidiot",1,00:29:28.338,"Hero of the Village",NA,47,1768338
"1A1","draconix6",4,00:30:17.091,"Best Friends Forever",NA,45,1817091
"1A1","TigerMCSR",2,00:30:32.169,"Voluntary Exile",NA,46,1832169
"1A1","TigerMCSR",2,00:30:32.204,"Who's the Pillager Now?",NA,47,1832204
"1A1","oxidiot",1,00:30:32.734,"Best Friends Forever",NA,48,1832734
"1A1","hackingnoisess",3,00:31:08.665,"Best Friends Forever",NA,48,1868665
"1A1","draconix6",4,00:31:11.501,"Voluntary Exile",NA,46,1871501
"1A1","draconix6",4,00:31:11.769,"Who's the Pillager Now?",NA,47,1871769
"1A1","oxidiot",1,00:32:19.582,"Sniper Duel",NA,49,1939582
"1A1","hackingnoisess",3,00:32:28.371,"Sniper Duel",NA,49,1948371
"1A1","TigerMCSR",2,00:33:02.021,"Hero of the Village",NA,48,1982021
"1A1","TigerMCSR",2,00:33:28.038,"Sniper Duel",NA,49,2008038
"1A1","hackingnoisess",3,00:33:34.369,"Total Beelocation",NA,50,2014369
"1A1","TigerMCSR",2,00:33:37.967,"Postmortal",NA,50,2017967
"1A1","oxidiot",1,00:34:42.266,"Return to Sender",NA,50,2082266
"1A1","oxidiot",1,00:34:44.634,"Hot Tourist Destinations",NA,51,2084634
"1A1","oxidiot",1,00:34:58.984,"Spooky Scary Skeleton",NA,52,2098984
"1A1","draconix6",4,00:35:02.652,"Hero of the Village",NA,48,2102652
"1A1","draconix6",4,00:35:08.729,"Postmortal",NA,49,2108729
"1A1","TigerMCSR",2,00:35:19.421,"A Throwaway Joke",NA,51,2119421
"1A1","oxidiot",1,00:35:50.238,"Postmortal",NA,53,2150238
"1A1","draconix6",4,00:36:00.004,NA,"eliminate",49,2160004
"1A1","hackingnoisess",3,00:37:07.614,NA,"death",50,2227614
"1A1","hackingnoisess",3,00:37:31.229,NA,"death_spawnpoint",50,2251229
"1A1","TigerMCSR",2,00:38:08.583,"This Boat Has Legs",NA,52,2288583
"1A1","TigerMCSR",2,00:38:17.973,"Hot Tourist Destinations",NA,53,2297973
"1A1","oxidiot",1,00:38:43.721,"Subspace Bubble",NA,54,2323721
"1A1","TigerMCSR",2,00:38:48.218,"Spooky Scary Skeleton",NA,54,2328218
"1A1","oxidiot",1,00:38:58.137,"Uneasy Alliance",NA,55,2338137
"1A1","oxidiot",1,00:39:55.670,"This Boat Has Legs",NA,56,2395670
"1A1","TigerMCSR",2,00:40:27.590,"Country Lode, Take Me Home",NA,55,2427590
"1A1","TigerMCSR",2,00:40:35.318,"Return to Sender",NA,56,2435318
"1A1","TigerMCSR",2,00:41:42.189,"Not Quite ""Nine"" Lives",NA,57,2502189
"1A1","TigerMCSR",2,00:42:34.758,"Subspace Bubble",NA,58,2554758
"1A1","TigerMCSR",2,00:42:48.221,"Uneasy Alliance",NA,59,2568221
"1A1","oxidiot",1,00:43:19.095,"Arbalistic",NA,57,2599095
"1A1","oxidiot",1,00:43:53.361,"Withering Heights",NA,58,2633361
"1A1","TigerMCSR",2,00:45:14.334,"Withering Heights",NA,60,2714334
"1A1","oxidiot",1,00:45:36.896,"Bring Home the Beacon",NA,59,2736896
"1A1","TigerMCSR",2,00:46:02.132,"Total Beelocation",NA,61,2762132
"1A1","oxidiot",1,00:46:19.011,"Hired Help",NA,60,2779011
"1A1","TigerMCSR",2,00:46:45.281,"Bring Home the Beacon",NA,62,2805281
"1A1","oxidiot",1,00:46:49.863,"Total Beelocation",NA,61,2809863
"1A1","oxidiot",1,00:47:12.863,"Bee Our Guest",NA,62,2832863
"1A1","TigerMCSR",2,00:47:42.084,"Arbalistic",NA,63,2862084
"1A1","hackingnoisess",3,00:48:00.005,NA,"eliminate",50,2880005
"1A1","oxidiot",1,00:49:09.796,"The End... Again...",NA,63,2949796
"1A1","oxidiot",1,00:49:19.945,"You Need a Mint",NA,64,2959945
"1A1","oxidiot",1,00:49:22.795,NA,"death",64,2962795
"1A1","TigerMCSR",2,00:50:24.306,"Hired Help",NA,64,3024306
"1A1","oxidiot",1,00:51:15.054,"A Throwaway Joke",NA,65,3075054
"1A1","TigerMCSR",2,00:58:49.435,"The End... Again...",NA,65,3529435
"1A1","oxidiot",1,00:59:14.947,"Country Lode, Take Me Home",NA,66,3554947
"1A1","oxidiot",1,00:59:24.810,"Serious Dedication",NA,67,3564810
"1A1","TigerMCSR",2,00:59:36.260,"Bee Our Guest",NA,66,3576260
"1A1","TigerMCSR",2,01:00:00.006,NA,"eliminate",66,3600006
"1A2","oxidiot",2,00:00:34.011,"Stone Age",NA,1,34011
"1A2","oxidiot",2,00:00:34.220,"Acquire Hardware",NA,2,34220
"1A2","hackingnoisess",4,00:00:36.221,"Stone Age",NA,1,36221
"1A2","dbowzer",5,00:00:36.227,"Stone Age",NA,1,36227
"1A2","dbowzer",5,00:00:37.128,"Acquire Hardware",NA,2,37128
"1A2","hackingnoisess",4,00:00:37.624,"Acquire Hardware",NA,2,37624
"1A2","draconix6",3,00:00:39.028,"Stone Age",NA,1,39028
"1A2","TigerMCSR",1,00:00:40.206,"Stone Age",NA,1,40206
"1A2","TigerMCSR",1,00:00:40.402,"Acquire Hardware",NA,2,40402
"1A2","draconix6",3,00:00:40.466,"Acquire Hardware",NA,2,40466
"1A2","NottAntoo",6,00:00:41.216,"Stone Age",NA,1,41216
"1A2","NottAntoo",6,00:00:41.811,"Acquire Hardware",NA,2,41811
"1A2","oxidiot",2,00:01:09.540,"Minecraft",NA,3,69540
"1A2","TigerMCSR",1,00:01:10.458,"What a Deal!",NA,3,70458
"1A2","TigerMCSR",1,00:01:12.534,"A Seedy Place",NA,4,72534
"1A2","dbowzer",5,00:01:13.034,"What a Deal!",NA,3,73034
"1A2","hackingnoisess",4,00:01:15.348,"Minecraft",NA,3,75348
"1A2","draconix6",3,00:01:17.751,"Minecraft",NA,3,77751
"1A2","hackingnoisess",4,00:01:19.865,"Getting an Upgrade",NA,4,79865
"1A2","hackingnoisess",4,00:01:19.869,"Isn't It Iron Pick",NA,5,79869
"1A2","draconix6",3,00:01:25.311,"Getting an Upgrade",NA,4,85311
"1A2","dbowzer",5,00:01:26.909,"A Seedy Place",NA,4,86909
"1A2","NottAntoo",6,00:01:30.895,"Minecraft",NA,3,90895
"1A2","TigerMCSR",1,00:01:31.456,"Minecraft",NA,5,91456
"1A2","draconix6",3,00:01:32.661,"Isn't It Iron Pick",NA,5,92661
"1A2","oxidiot",2,00:01:35.677,"What a Deal!",NA,4,95677
"1A2","NottAntoo",6,00:01:37.707,"Getting an Upgrade",NA,4,97707
"1A2","NottAntoo",6,00:01:37.751,"Isn't It Iron Pick",NA,5,97751
"1A2","dbowzer",5,00:01:38.182,"Getting an Upgrade",NA,5,98182
"1A2","dbowzer",5,00:01:45.586,"Minecraft",NA,6,105586
"1A2","oxidiot",2,00:01:52.333,"Adventure",NA,5,112333
"1A2","dbowzer",5,00:02:05.457,"Adventure",NA,7,125457
"1A2","hackingnoisess",4,00:02:06.119,"What a Deal!",NA,6,126119
"1A2","TigerMCSR",1,00:02:08.487,"Adventure",NA,6,128487
"1A2","hackingnoisess",4,00:02:12.568,"Husbandry",NA,7,132568
"1A2","draconix6",3,00:02:19.588,"A Seedy Place",NA,6,139588
"1A2","TigerMCSR",1,00:02:20.150,"Getting an Upgrade",NA,7,140150
"1A2","TigerMCSR",1,00:02:20.185,"Isn't It Iron Pick",NA,8,140185
"1A2","hackingnoisess",4,00:02:20.359,"Adventure",NA,8,140359
"1A2","oxidiot",2,00:02:21.436,"Tactical Fishing",NA,6,141436
"1A2","hackingnoisess",4,00:02:31.657,"A Seedy Place",NA,9,151657
"1A2","draconix6",3,00:02:32.196,"What a Deal!",NA,7,152196
"1A2","oxidiot",2,00:02:34.159,"Isn't It Iron Pick",NA,7,154159
"1A2","oxidiot",2,00:02:34.243,"Getting an Upgrade",NA,8,154243
